STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,ACTION,REF_AREA,Reference area,FREQ,Frequency of observation,MEASURE,Measure,AGE,Age,SEX,Sex,UNIT_MEASURE,Unit of measure,METHODOLOGY,Measurement method,TIME_PERIOD,Time period,OBS_VALUE,Observation value,OBS_STATUS,Observation status,UNIT_MULT,Unit multiplier,DECIMALS,Decimals
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG_FSC(1.0),Food supply and consumption,I,CHE,Switzerland,A,Annual,CLS,Calories supply,_T,Total,_T,Total,KCAL_PS_D,Kilocalories per person per day,_Z,Not applicable,1976,,3315,,A,Normal value,0,Units,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG_FSC(1.0),Food supply and consumption,I,CHE,Switzerland,A,Annual,CLS,Calories supply,_T,Total,_T,Total,KCAL_PS_D,Kilocalories per person per day,_Z,Not applicable,1977,,3494,,A,Normal value,0,Units,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG_FSC(1.0),Food supply and consumption,I,CHE,Switzerland,A,Annual,CLS,Calories supply,_T,Total,_T,Total,KCAL_PS_D,Kilocalories per person per day,_Z,Not applicable,1978,,3451,,A,Normal value,0,Units,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG_FSC(1.0),Food supply and consumption,I,CHE,Switzerland,A,Annual,CLS,Calories supply,_T,Total,_T,Total,KCAL_PS_D,Kilocalories per person per day,_Z,Not applicable,1979,,3401,,A,Normal value,0,Units,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG_FSC(1.0),Food supply and consumption,I,CHE,Switzerland,A,Annual,CLS,Calories supply,_T,Total,_T,Total,KCAL_PS_D,Kilocalories per person per day,_Z,Not applicable,1980,,3512,,A,Normal value,0,Units,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG_FSC(1.0),Food supply and consumption,I,CHE,Switzerland,A,Annual,CLS,Calories supply,_T,Total,_T,Total,KCAL_PS_D,Kilocalories per person per day,_Z,Not applicable,1981,,3522,,A,Normal value,0,Units,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG_FSC(1.0),Food supply and consumption,I,CHE,Switzerland,A,Annual,CLS,Calories supply,_T,Total,_T,Total,KCAL_PS_D,Kilocalories per person per day,_Z,Not applicable,1982,,3481,,A,Normal value,0,Units,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG_FSC(1.0),Food supply and consumption,I,CHE,Switzerland,A,Annual,CLS,Calories supply,_T,Total,_T,Total,KCAL_PS_D,Kilocalories per person per day,_Z,Not applicable,1983,,3455,,A,Normal value,0,Units,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG_FSC(1.0),Food supply and consumption,I,CHE,Switzerland,A,Annual,CLS,Calories supply,_T,Total,_T,Total,KCAL_PS_D,Kilocalories per person per day,_Z,Not applicable,1984,,3413,,A,Normal value,0,Units,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG_FSC(1.0),Food supply and consumption,I,CHE,Switzerland,A,Annual,CLS,Calories supply,_T,Total,_T,Total,KCAL_PS_D,Kilocalories per person per day,_Z,Not applicable,1985,,3408,,A,Normal value,0,Units,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG_FSC(1.0),Food supply and consumption,I,CHE,Switzerland,A,Annual,CLS,Calories supply,_T,Total,_T,Total,KCAL_PS_D,Kilocalories per person per day,_Z,Not applicable,1986,,3427,,A,Normal value,0,Units,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG_FSC(1.0),Food supply and consumption,I,CHE,Switzerland,A,Annual,CLS,Calories supply,_T,Total,_T,Total,KCAL_PS_D,Kilocalories per person per day,_Z,Not applicable,1987,,3440,,A,Normal value,0,Units,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG_FSC(1.0),Food supply and consumption,I,CHE,Switzerland,A,Annual,CLS,Calories supply,_T,Total,_T,Total,KCAL_PS_D,Kilocalories per person per day,_Z,Not applicable,1988,,3439,,A,Normal value,0,Units,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG_FSC(1.0),Food supply and consumption,I,CHE,Switzerland,A,Annual,CLS,Calories supply,_T,Total,_T,Total,KCAL_PS_D,Kilocalories per person per day,_Z,Not applicable,1989,,3422,,A,Normal value,0,Units,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG_FSC(1.0),Food supply and consumption,I,CHE,Switzerland,A,Annual,CLS,Calories supply,_T,Total,_T,Total,KCAL_PS_D,Kilocalories per person per day,_Z,Not applicable,1990,,3441,,A,Normal value,0,Units,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG_FSC(1.0),Food supply and consumption,I,CHE,Switzerland,A,Annual,CLS,Calories supply,_T,Total,_T,Total,KCAL_PS_D,Kilocalories per person per day,_Z,Not applicable,1991,,3350,,A,Normal value,0,Units,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG_FSC(1.0),Food supply and consumption,I,CHE,Switzerland,A,Annual,CLS,Calories supply,_T,Total,_T,Total,KCAL_PS_D,Kilocalories per person per day,_Z,Not applicable,1992,,3420,,A,Normal value,0,Units,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG_FSC(1.0),Food supply and consumption,I,CHE,Switzerland,A,Annual,CLS,Calories supply,_T,Total,_T,Total,KCAL_PS_D,Kilocalories per person per day,_Z,Not applicable,1993,,3358,,A,Normal value,0,Units,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG_FSC(1.0),Food supply and consumption,I,CHE,Switzerland,A,Annual,CLS,Calories supply,_T,Total,_T,Total,KCAL_PS_D,Kilocalories per person per day,_Z,Not applicable,1994,,3332,,A,Normal value,0,Units,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG_FSC(1.0),Food supply and consumption,I,CHE,Switzerland,A,Annual,CLS,Calories supply,_T,Total,_T,Total,KCAL_PS_D,Kilocalories per person per day,_Z,Not applicable,1995,,3311,,A,Normal value,0,Units,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG_FSC(1.0),Food supply and consumption,I,CHE,Switzerland,A,Annual,CLS,Calories supply,_T,Total,_T,Total,KCAL_PS_D,Kilocalories per person per day,_Z,Not applicable,1996,,3340,,A,Normal value,0,Units,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG_FSC(1.0),Food supply and consumption,I,CHE,Switzerland,A,Annual,CLS,Calories supply,_T,Total,_T,Total,KCAL_PS_D,Kilocalories per person per day,_Z,Not applicable,1997,,3318,,A,Normal value,0,Units,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG_FSC(1.0),Food supply and consumption,I,CHE,Switzerland,A,Annual,CLS,Calories supply,_T,Total,_T,Total,KCAL_PS_D,Kilocalories per person per day,_Z,Not applicable,1998,,3327,,A,Normal value,0,Units,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG_FSC(1.0),Food supply and consumption,I,CHE,Switzerland,A,Annual,CLS,Calories supply,_T,Total,_T,Total,KCAL_PS_D,Kilocalories per person per day,_Z,Not applicable,1999,,3324,,A,Normal value,0,Units,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG_FSC(1.0),Food supply and consumption,I,CHE,Switzerland,A,Annual,CLS,Calories supply,_T,Total,_T,Total,KCAL_PS_D,Kilocalories per person per day,_Z,Not applicable,2000,,3440,,A,Normal value,0,Units,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG_FSC(1.0),Food supply and consumption,I,CHE,Switzerland,A,Annual,CLS,Calories supply,_T,Total,_T,Total,KCAL_PS_D,Kilocalories per person per day,_Z,Not applicable,2001,,3380,,A,Normal value,0,Units,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG_FSC(1.0),Food supply and consumption,I,CHE,Switzerland,A,Annual,CLS,Calories supply,_T,Total,_T,Total,KCAL_PS_D,Kilocalories per person per day,_Z,Not applicable,2002,,3436,,A,Normal value,0,Units,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG_FSC(1.0),Food supply and consumption,I,CHE,Switzerland,A,Annual,CLS,Calories supply,_T,Total,_T,Total,KCAL_PS_D,Kilocalories per person per day,_Z,Not applicable,2003,,3432,,A,Normal value,0,Units,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG_FSC(1.0),Food supply and consumption,I,CHE,Switzerland,A,Annual,CLS,Calories supply,_T,Total,_T,Total,KCAL_PS_D,Kilocalories per person per day,_Z,Not applicable,2004,,3412,,A,Normal value,0,Units,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG_FSC(1.0),Food supply and consumption,I,CHE,Switzerland,A,Annual,CLS,Calories supply,_T,Total,_T,Total,KCAL_PS_D,Kilocalories per person per day,_Z,Not applicable,2005,,3386,,A,Normal value,0,Units,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG_FSC(1.0),Food supply and consumption,I,CHE,Switzerland,A,Annual,CLS,Calories supply,_T,Total,_T,Total,KCAL_PS_D,Kilocalories per person per day,_Z,Not applicable,2006,,3432,,A,Normal value,0,Units,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG_FSC(1.0),Food supply and consumption,I,CHE,Switzerland,A,Annual,CLS,Calories supply,_T,Total,_T,Total,KCAL_PS_D,Kilocalories per person per day,_Z,Not applicable,2007,,3428,,A,Normal value,0,Units,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG_FSC(1.0),Food supply and consumption,I,CHE,Switzerland,A,Annual,CLS,Calories supply,_T,Total,_T,Total,KCAL_PS_D,Kilocalories per person per day,_Z,Not applicable,2008,,3445,,A,Normal value,0,Units,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG_FSC(1.0),Food supply and consumption,I,CHE,Switzerland,A,Annual,CLS,Calories supply,_T,Total,_T,Total,KCAL_PS_D,Kilocalories per person per day,_Z,Not applicable,2009,,3465,,A,Normal value,0,Units,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG_FSC(1.0),Food supply and consumption,I,CHE,Switzerland,A,Annual,CLS,Calories supply,_T,Total,_T,Total,KCAL_PS_D,Kilocalories per person per day,_Z,Not applicable,2010,,3426,,A,Normal value,0,Units,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG_FSC(1.0),Food supply and consumption,I,CHE,Switzerland,A,Annual,CLS,Calories supply,_T,Total,_T,Total,KCAL_PS_D,Kilocalories per person per day,_Z,Not applicable,2011,,3467,,A,Normal value,0,Units,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG_FSC(1.0),Food supply and consumption,I,CHE,Switzerland,A,Annual,CLS,Calories supply,_T,Total,_T,Total,KCAL_PS_D,Kilocalories per person per day,_Z,Not applicable,2012,,3378,,A,Normal value,0,Units,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG_FSC(1.0),Food supply and consumption,I,CHE,Switzerland,A,Annual,CLS,Calories supply,_T,Total,_T,Total,KCAL_PS_D,Kilocalories per person per day,_Z,Not applicable,2013,,3388,,A,Normal value,0,Units,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG_FSC(1.0),Food supply and consumption,I,CHE,Switzerland,A,Annual,CLS,Calories supply,_T,Total,_T,Total,KCAL_PS_D,Kilocalories per person per day,_Z,Not applicable,2014,,3410,,A,Normal value,0,Units,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG_FSC(1.0),Food supply and consumption,I,CHE,Switzerland,A,Annual,CLS,Calories supply,_T,Total,_T,Total,KCAL_PS_D,Kilocalories per person per day,_Z,Not applicable,2015,,3386,,A,Normal value,0,Units,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG_FSC(1.0),Food supply and consumption,I,CHE,Switzerland,A,Annual,CLS,Calories supply,_T,Total,_T,Total,KCAL_PS_D,Kilocalories per person per day,_Z,Not applicable,2016,,3350,,A,Normal value,0,Units,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG_FSC(1.0),Food supply and consumption,I,CHE,Switzerland,A,Annual,CLS,Calories supply,_T,Total,_T,Total,KCAL_PS_D,Kilocalories per person per day,_Z,Not applicable,2017,,3371,,A,Normal value,0,Units,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG_FSC(1.0),Food supply and consumption,I,CHE,Switzerland,A,Annual,CLS,Calories supply,_T,Total,_T,Total,KCAL_PS_D,Kilocalories per person per day,_Z,Not applicable,2018,,3389,,A,Normal value,0,Units,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG_FSC(1.0),Food supply and consumption,I,CHE,Switzerland,A,Annual,CLS,Calories supply,_T,Total,_T,Total,KCAL_PS_D,Kilocalories per person per day,_Z,Not applicable,2019,,3409,,A,Normal value,0,Units,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG_FSC(1.0),Food supply and consumption,I,CHE,Switzerland,A,Annual,CLS,Calories supply,_T,Total,_T,Total,KCAL_PS_D,Kilocalories per person per day,_Z,Not applicable,2020,,3452,,A,Normal value,0,Units,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG_FSC(1.0),Food supply and consumption,I,CHE,Switzerland,A,Annual,CLS,Calories supply,_T,Total,_T,Total,KCAL_PS_D,Kilocalories per person per day,_Z,Not applicable,2021,,3402,,A,Normal value,0,Units,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG_FSC(1.0),Food supply and consumption,I,USA,United States,A,Annual,PRS,Protein supply,_T,Total,_T,Total,G_PS_D,Grammes per person per day,_Z,Not applicable,1961,,95.2,,A,Normal value,0,Units,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG_FSC(1.0),Food supply and consumption,I,USA,United States,A,Annual,PRS,Protein supply,_T,Total,_T,Total,G_PS_D,Grammes per person per day,_Z,Not applicable,1962,,94.6,,A,Normal value,0,Units,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG_FSC(1.0),Food supply and consumption,I,USA,United States,A,Annual,PRS,Protein supply,_T,Total,_T,Total,G_PS_D,Grammes per person per day,_Z,Not applicable,1963,,95.6,,A,Normal value,0,Units,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG_FSC(1.0),Food supply and consumption,I,USA,United States,A,Annual,PRS,Protein supply,_T,Total,_T,Total,G_PS_D,Grammes per person per day,_Z,Not applicable,1964,,97.4,,A,Normal value,0,Units,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG_FSC(1.0),Food supply and consumption,I,USA,United States,A,Annual,PRS,Protein supply,_T,Total,_T,Total,G_PS_D,Grammes per person per day,_Z,Not applicable,1965,,96.6,,A,Normal value,0,Units,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG_FSC(1.0),Food supply and consumption,I,USA,United States,A,Annual,PRS,Protein supply,_T,Total,_T,Total,G_PS_D,Grammes per person per day,_Z,Not applicable,1966,,98.3,,A,Normal value,0,Units,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG_FSC(1.0),Food supply and consumption,I,USA,United States,A,Annual,PRS,Protein supply,_T,Total,_T,Total,G_PS_D,Grammes per person per day,_Z,Not applicable,1967,,98.7,,A,Normal value,0,Units,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG_FSC(1.0),Food supply and consumption,I,USA,United States,A,Annual,PRS,Protein supply,_T,Total,_T,Total,G_PS_D,Grammes per person per day,_Z,Not applicable,1968,,99.7,,A,Normal value,0,Units,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG_FSC(1.0),Food supply and consumption,I,USA,United States,A,Annual,PRS,Protein supply,_T,Total,_T,Total,G_PS_D,Grammes per person per day,_Z,Not applicable,1969,,99.2,,A,Normal value,0,Units,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG_FSC(1.0),Food supply and consumption,I,USA,United States,A,Annual,PRS,Protein supply,_T,Total,_T,Total,G_PS_D,Grammes per person per day,_Z,Not applicable,1970,,98.3,,A,Normal value,0,Units,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG_FSC(1.0),Food supply and consumption,I,USA,United States,A,Annual,PRS,Protein supply,_T,Total,_T,Total,G_PS_D,Grammes per person per day,_Z,Not applicable,1971,,99.3,,A,Normal value,0,Units,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG_FSC(1.0),Food supply and consumption,I,USA,United States,A,Annual,PRS,Protein supply,_T,Total,_T,Total,G_PS_D,Grammes per person per day,_Z,Not applicable,1972,,98.9,,A,Normal value,0,Units,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG_FSC(1.0),Food supply and consumption,I,USA,United States,A,Annual,PRS,Protein supply,_T,Total,_T,Total,G_PS_D,Grammes per person per day,_Z,Not applicable,1973,,97.4,,A,Normal value,0,Units,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG_FSC(1.0),Food supply and consumption,I,USA,United States,A,Annual,PRS,Protein supply,_T,Total,_T,Total,G_PS_D,Grammes per person per day,_Z,Not applicable,1974,,97.2,,A,Normal value,0,Units,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG_FSC(1.0),Food supply and consumption,I,USA,United States,A,Annual,PRS,Protein supply,_T,Total,_T,Total,G_PS_D,Grammes per person per day,_Z,Not applicable,1975,,97.6,,A,Normal value,0,Units,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG_FSC(1.0),Food supply and consumption,I,USA,United States,A,Annual,PRS,Protein supply,_T,Total,_T,Total,G_PS_D,Grammes per person per day,_Z,Not applicable,1976,,101.1,,A,Normal value,0,Units,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG_FSC(1.0),Food supply and consumption,I,USA,United States,A,Annual,PRS,Protein supply,_T,Total,_T,Total,G_PS_D,Grammes per person per day,_Z,Not applicable,1977,,99.2,,A,Normal value,0,Units,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG_FSC(1.0),Food supply and consumption,I,USA,United States,A,Annual,PRS,Protein supply,_T,Total,_T,Total,G_PS_D,Grammes per person per day,_Z,Not applicable,1978,,99.5,,A,Normal value,0,Units,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG_FSC(1.0),Food supply and consumption,I,USA,United States,A,Annual,PRS,Protein supply,_T,Total,_T,Total,G_PS_D,Grammes per person per day,_Z,Not applicable,1979,,100.3,,A,Normal value,0,Units,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG_FSC(1.0),Food supply and consumption,I,USA,United States,A,Annual,PRS,Protein supply,_T,Total,_T,Total,G_PS_D,Grammes per person per day,_Z,Not applicable,1980,,98.3,,A,Normal value,0,Units,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG_FSC(1.0),Food supply and consumption,I,USA,United States,A,Annual,PRS,Protein supply,_T,Total,_T,Total,G_PS_D,Grammes per person per day,_Z,Not applicable,1981,,100.7,,A,Normal value,0,Units,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG_FSC(1.0),Food supply and consumption,I,USA,United States,A,Annual,PRS,Protein supply,_T,Total,_T,Total,G_PS_D,Grammes per person per day,_Z,Not applicable,1982,,99.2,,A,Normal value,0,Units,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG_FSC(1.0),Food supply and consumption,I,USA,United States,A,Annual,PRS,Protein supply,_T,Total,_T,Total,G_PS_D,Grammes per person per day,_Z,Not applicable,1983,,100.6,,A,Normal value,0,Units,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG_FSC(1.0),Food supply and consumption,I,USA,United States,A,Annual,PRS,Protein supply,_T,Total,_T,Total,G_PS_D,Grammes per person per day,_Z,Not applicable,1984,,101.8,,A,Normal value,0,Units,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG_FSC(1.0),Food supply and consumption,I,USA,United States,A,Annual,PRS,Protein supply,_T,Total,_T,Total,G_PS_D,Grammes per person per day,_Z,Not applicable,1985,,105.3,,A,Normal value,0,Units,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG_FSC(1.0),Food supply and consumption,I,USA,United States,A,Annual,PRS,Protein supply,_T,Total,_T,Total,G_PS_D,Grammes per person per day,_Z,Not applicable,1986,,104.6,,A,Normal value,0,Units,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG_FSC(1.0),Food supply and consumption,I,USA,United States,A,Annual,PRS,Protein supply,_T,Total,_T,Total,G_PS_D,Grammes per person per day,_Z,Not applicable,1987,,107.2,,A,Normal value,0,Units,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG_FSC(1.0),Food supply and consumption,I,USA,United States,A,Annual,PRS,Protein supply,_T,Total,_T,Total,G_PS_D,Grammes per person per day,_Z,Not applicable,1988,,107.1,,A,Normal value,0,Units,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG_FSC(1.0),Food supply and consumption,I,USA,United States,A,Annual,PRS,Protein supply,_T,Total,_T,Total,G_PS_D,Grammes per person per day,_Z,Not applicable,1989,,106.9,,A,Normal value,0,Units,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG_FSC(1.0),Food supply and consumption,I,USA,United States,A,Annual,PRS,Protein supply,_T,Total,_T,Total,G_PS_D,Grammes per person per day,_Z,Not applicable,1990,,107.9,,A,Normal value,0,Units,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG_FSC(1.0),Food supply and consumption,I,USA,United States,A,Annual,PRS,Protein supply,_T,Total,_T,Total,G_PS_D,Grammes per person per day,_Z,Not applicable,1991,,109.5,,A,Normal value,0,Units,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG_FSC(1.0),Food supply and consumption,I,USA,United States,A,Annual,PRS,Protein supply,_T,Total,_T,Total,G_PS_D,Grammes per person per day,_Z,Not applicable,1992,,110,,A,Normal value,0,Units,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG_FSC(1.0),Food supply and consumption,I,USA,United States,A,Annual,PRS,Protein supply,_T,Total,_T,Total,G_PS_D,Grammes per person per day,_Z,Not applicable,1993,,110.5,,A,Normal value,0,Units,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG_FSC(1.0),Food supply and consumption,I,USA,United States,A,Annual,PRS,Protein supply,_T,Total,_T,Total,G_PS_D,Grammes per person per day,_Z,Not applicable,1994,,113.2,,A,Normal value,0,Units,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG_FSC(1.0),Food supply and consumption,I,USA,United States,A,Annual,PRS,Protein supply,_T,Total,_T,Total,G_PS_D,Grammes per person per day,_Z,Not applicable,1995,,111.7,,A,Normal value,0,Units,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG_FSC(1.0),Food supply and consumption,I,USA,United States,A,Annual,PRS,Protein supply,_T,Total,_T,Total,G_PS_D,Grammes per person per day,_Z,Not applicable,1996,,111.7,,A,Normal value,0,Units,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG_FSC(1.0),Food supply and consumption,I,USA,United States,A,Annual,PRS,Protein supply,_T,Total,_T,Total,G_PS_D,Grammes per person per day,_Z,Not applicable,1997,,112.3,,A,Normal value,0,Units,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG_FSC(1.0),Food supply and consumption,I,USA,United States,A,Annual,PRS,Protein supply,_T,Total,_T,Total,G_PS_D,Grammes per person per day,_Z,Not applicable,1998,,112.9,,A,Normal value,0,Units,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG_FSC(1.0),Food supply and consumption,I,USA,United States,A,Annual,PRS,Protein supply,_T,Total,_T,Total,G_PS_D,Grammes per person per day,_Z,Not applicable,1999,,114.8,,A,Normal value,0,Units,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG_FSC(1.0),Food supply and consumption,I,USA,United States,A,Annual,PRS,Protein supply,_T,Total,_T,Total,G_PS_D,Grammes per person per day,_Z,Not applicable,2000,,114.3,,A,Normal value,0,Units,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG_FSC(1.0),Food supply and consumption,I,USA,United States,A,Annual,PRS,Protein supply,_T,Total,_T,Total,G_PS_D,Grammes per person per day,_Z,Not applicable,2001,,112.8,,A,Normal value,0,Units,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG_FSC(1.0),Food supply and consumption,I,USA,United States,A,Annual,PRS,Protein supply,_T,Total,_T,Total,G_PS_D,Grammes per person per day,_Z,Not applicable,2002,,114.4,,A,Normal value,0,Units,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG_FSC(1.0),Food supply and consumption,I,USA,United States,A,Annual,PRS,Protein supply,_T,Total,_T,Total,G_PS_D,Grammes per person per day,_Z,Not applicable,2003,,114.6,,A,Normal value,0,Units,,
